Date,Open,High,Low,Close,Adj Close,Volume
2019-05-15,9143.000000,9177.099609,9061.900391,9177.099609,9177.099609,143425500
2019-05-16,9161.400391,9304.299805,9136.700195,9304.299805,9304.299805,157566000
2019-05-17,9278.700195,9321.599609,9223.099609,9280.099609,9280.099609,159798300
2019-05-20,9286.000000,9334.900391,9177.900391,9199.700195,9199.700195,153317000
2019-05-21,9229.000000,9255.000000,9185.200195,9239.099609,9239.099609,131576400
2019-05-22,9232.299805,9288.700195,9182.500000,9232.200195,9232.200195,146552900
2019-05-23,9170.700195,9186.700195,9098.400391,9114.000000,9114.000000,161094300
2019-05-24,9150.299805,9211.099609,9141.400391,9174.599609,9174.599609,121673100
2019-05-27,9225.900391,9294.599609,9204.700195,9216.400391,9216.400391,60178000
2019-05-28,9220.400391,9224.900391,9132.900391,9191.799805,9191.799805,218900800
2019-05-29,9113.200195,9116.700195,9035.099609,9080.500000,9080.500000,148987100
2019-05-30,9120.799805,9175.200195,9114.099609,9157.799805,9157.799805,101389200
2019-05-31,9054.900391,9074.000000,8959.500000,9004.200195,9004.200195,208657500
2019-06-03,8945.700195,9022.799805,8903.099609,9022.799805,9022.799805,156185500
2019-06-04,8972.700195,9138.500000,8964.200195,9117.599609,9117.599609,197017100
2019-06-05,9136.799805,9173.400391,9095.000000,9150.500000,9150.500000,158753000
2019-06-06,9169.200195,9246.200195,9136.700195,9169.200195,9169.200195,212720900
2019-06-07,9186.700195,9261.400391,9185.700195,9236.099609,9236.099609,150664700
2019-06-10,9284.200195,9302.200195,9248.099609,9294.099609,9294.099609,102323700
2019-06-11,9288.599609,9332.500000,9273.400391,9282.099609,9282.099609,144701200
2019-06-12,9244.400391,9274.599609,9223.099609,9238.500000,9238.500000,145203300
2019-06-13,9227.599609,9301.700195,9208.799805,9247.099609,9247.099609,126134300
2019-06-14,9233.799805,9244.700195,9169.299805,9194.200195,9194.200195,114978600
2019-06-17,9199.599609,9205.099609,9127.900391,9131.700195,9131.700195,118121500
2019-06-18,9112.900391,9253.400391,9060.400391,9240.700195,9240.700195,200005900
2019-06-19,9257.299805,9263.299805,9192.400391,9231.200195,9231.200195,180123200
2019-06-20,9272.099609,9292.700195,9204.799805,9208.500000,9208.500000,208459300
2019-06-21,9228.200195,9297.700195,9209.299805,9227.200195,9227.200195,332946000
2019-06-24,9230.000000,9285.400391,9173.299805,9192.500000,9192.500000,121857400
2019-06-25,9165.299805,9173.200195,9120.700195,9159.799805,9159.799805,147680800
2019-06-26,9162.299805,9220.700195,9142.400391,9157.400391,9157.400391,147062800
2019-06-27,9168.000000,9196.799805,9125.799805,9147.799805,9147.799805,137193400
2019-06-28,9148.799805,9216.299805,9118.500000,9198.799805,9198.799805,152187200
2019-07-01,9290.299805,9314.299805,9217.500000,9264.599609,9264.599609,150272600
2019-07-02,9284.000000,9298.400391,9223.400391,9281.500000,9281.500000,126162300
2019-07-03,9290.500000,9407.500000,9277.099609,9394.400391,9394.400391,135394000
2019-07-04,9371.000000,9402.400391,9355.200195,9401.000000,9401.000000,159068600
2019-07-05,9391.700195,9417.799805,9314.200195,9335.000000,9335.000000,165025000
2019-07-08,9303.299805,9340.200195,9268.900391,9284.700195,9284.700195,141917000
2019-07-09,9258.700195,9273.900391,9227.599609,9273.900391,9273.900391,137948800
2019-07-10,9241.299805,9299.599609,9218.299805,9252.900391,9252.900391,140842800
2019-07-11,9268.200195,9300.400391,9230.799805,9280.299805,9280.299805,110811300
2019-07-12,9284.700195,9318.700195,9281.700195,9293.200195,9293.200195,117153600
2019-07-15,9313.200195,9355.299805,9280.099609,9323.599609,9323.599609,115955100
2019-07-16,9326.000000,9393.900391,9316.299805,9377.099609,9377.099609,125329000
2019-07-17,9359.099609,9363.099609,9277.099609,9284.200195,9284.200195,141211100
2019-07-18,9198.500000,9258.900391,9180.500000,9225.700195,9225.700195,155709800
2019-07-19,9263.099609,9289.400391,9152.900391,9170.500000,9170.500000,167669600
2019-07-22,9172.599609,9194.799805,9137.400391,9163.500000,9163.500000,131493500
2019-07-23,9224.099609,9299.000000,9210.900391,9281.599609,9281.599609,157246300
2019-07-24,9287.400391,9341.299805,9269.500000,9329.700195,9329.700195,142611300
2019-07-25,9354.599609,9453.000000,9232.000000,9289.900391,9289.900391,209481800
2019-07-26,9281.099609,9290.200195,9204.900391,9225.500000,9225.500000,220713700
2019-07-29,9201.299805,9257.400391,9194.400391,9215.400391,9215.400391,143203100
2019-07-30,9216.400391,9216.400391,8957.000000,8986.599609,8986.599609,229899500
