Date,Open,High,Low,Close,Adj Close,Volume
2019-05-15,6239.899902,6291.299805,6239.899902,6284.200195,6284.200195,528800
2019-05-16,6284.200195,6327.799805,6272.799805,6327.799805,6327.799805,668900
2019-05-17,6327.799805,6398.299805,6327.799805,6365.299805,6365.299805,590200
2019-05-20,6365.299805,6476.100098,6365.299805,6476.100098,6476.100098,659700
2019-05-21,6476.100098,6500.100098,6444.399902,6500.100098,6500.100098,669300
2019-05-22,6500.100098,6510.899902,6478.600098,6510.700195,6510.700195,628800
2019-05-23,6510.700195,6510.700195,6480.200195,6491.799805,6491.799805,637700
2019-05-24,6491.799805,6491.799805,6437.299805,6456.000000,6456.000000,585600
2019-05-27,6455.799805,6464.600098,6447.600098,6451.899902,6451.899902,436700
2019-05-28,6451.899902,6491.700195,6451.899902,6484.799805,6484.799805,811700
2019-05-29,6484.799805,6484.799805,6419.299805,6440.000000,6440.000000,544600
2019-05-30,6440.000000,6440.000000,6379.700195,6392.100098,6392.100098,719300
2019-05-31,6392.100098,6398.799805,6362.200195,6396.899902,6396.899902,742900
2019-06-03,6396.899902,6396.899902,6320.500000,6320.500000,6320.500000,628700
2019-06-04,6320.500000,6343.000000,6315.600098,6332.399902,6332.399902,739800
2019-06-05,6332.399902,6387.600098,6332.399902,6358.500000,6358.500000,624900
2019-06-06,6358.500000,6403.200195,6358.500000,6383.000000,6383.000000,618600
2019-06-07,6383.000000,6443.899902,6383.000000,6443.899902,6443.899902,600000
2019-06-11,6443.899902,6546.299805,6443.899902,6546.299805,6546.299805,737500
2019-06-12,6546.299805,6587.299805,6543.700195,6543.700195,6543.700195,684400
2019-06-13,6543.700195,6563.200195,6534.299805,6542.399902,6542.399902,625700
2019-06-14,6542.399902,6559.500000,6533.000000,6554.000000,6554.000000,585200
2019-06-17,6554.000000,6555.399902,6527.000000,6530.899902,6530.899902,571900
2019-06-18,6530.899902,6572.500000,6529.299805,6570.000000,6570.000000,859900
2019-06-19,6570.000000,6648.100098,6570.000000,6648.100098,6648.100098,739400
2019-06-20,6648.100098,6687.399902,6638.799805,6687.399902,6687.399902,1004000
2019-06-21,6687.399902,6691.500000,6641.100098,6650.799805,6650.799805,1163800
2019-06-24,6650.799805,6665.399902,6617.000000,6665.399902,6665.399902,558800
2019-06-25,6665.399902,6680.299805,6647.299805,6658.000000,6658.000000,663400
2019-06-26,6658.000000,6658.000000,6637.399902,6640.500000,6640.500000,746100
2019-06-27,6640.500000,6666.299805,6606.299805,6666.299805,6666.299805,676700
2019-06-28,6666.299805,6670.100098,6618.799805,6618.799805,6618.799805,754200
2019-07-01,6618.799805,6664.000000,6618.799805,6648.100098,6648.100098,555600
2019-07-02,6648.399902,6686.500000,6642.500000,6653.200195,6653.200195,596700
2019-07-03,6653.200195,6692.399902,6641.700195,6685.500000,6685.500000,642500
2019-07-04,6685.500000,6731.899902,6685.500000,6718.000000,6718.000000,570500
2019-07-05,6718.000000,6769.600098,6714.799805,6751.299805,6751.299805,579100
2019-07-08,6740.000000,6751.299805,6672.200195,6672.200195,6672.200195,458000
2019-07-09,6672.200195,6679.000000,6641.399902,6665.700195,6665.700195,550100
2019-07-10,6665.700195,6718.200195,6665.700195,6689.799805,6689.799805,631100
2019-07-11,6689.799805,6729.399902,6686.100098,6716.100098,6716.100098,645700
2019-07-12,6716.100098,6717.100098,6687.700195,6696.500000,6696.500000,565600
2019-07-15,6694.899902,6694.899902,6638.500000,6653.000000,6653.000000,456100
2019-07-16,6653.000000,6665.299805,6641.000000,6641.000000,6641.000000,549400
2019-07-17,6641.000000,6675.399902,6626.600098,6673.299805,6673.299805,523000
2019-07-18,6673.299805,6673.299805,6630.700195,6649.100098,6649.100098,531300
2019-07-19,6649.100098,6705.399902,6646.600098,6700.299805,6700.299805,491200
